group,topic,language,date,msg_id,ioc_type,ioc_value,message_text
📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-04-06 01:41:02,4151755,url,youtube.com/@offcampusjobsindia,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-04-06 01:41:02,4151755,url,instagram.com/offcampusjobsindia_it,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-04-06 13:41:03,4152050,fqdn,youtube.com,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-04-06 13:41:03,4152050,fqdn,instagram.com,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-04-06 13:41:03,4152050,instagramHandle,offcampusjobsindia_it,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-04-06 13:41:03,4152050,url,youtube.com/@offcampusjobsindia,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-04-06 13:41:03,4152050,url,instagram.com/offcampusjobsindia_it,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-04-07 01:41:03,4152146,fqdn,youtube.com,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-04-07 01:41:03,4152146,fqdn,instagram.com,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-04-07 01:41:03,4152146,instagramHandle,offcampusjobsindia_it,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-04-07 01:41:03,4152146,url,youtube.com/@offcampusjobsindia,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-04-07 01:41:03,4152146,url,instagram.com/offcampusjobsindia_it,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-04-07 13:41:03,4152409,fqdn,youtube.com,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-04-07 13:41:03,4152409,fqdn,instagram.com,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-04-07 13:41:03,4152409,instagramHandle,offcampusjobsindia_it,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-04-07 13:41:03,4152409,url,youtube.com/@offcampusjobsindia,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-04-07 13:41:03,4152409,url,instagram.com/offcampusjobsindia_it,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-04-08 01:41:02,4152576,fqdn,youtube.com,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-04-08 01:41:02,4152576,fqdn,instagram.com,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-04-08 01:41:02,4152576,instagramHandle,offcampusjobsindia_it,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-04-08 01:41:02,4152576,url,youtube.com/@offcampusjobsindia,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-04-08 01:41:02,4152576,url,instagram.com/offcampusjobsindia_it,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-04-08 04:55:55,4152601,fqdn,youtu.be,"Salesforce Off Campus Drive 

 🎖Batch  -       2024 
          https://youtu.be/yCo-Ph6MF5M?si=IopnKC1nQ_Dxdbee

WhatsApp  -   https://bit.ly/3tcjxV3"
IBM EXAM SOLUTION,Education,English,2024-04-08 04:55:55,4152601,fqdn,bit.ly,"Salesforce Off Campus Drive 

 🎖Batch  -       2024 
          https://youtu.be/yCo-Ph6MF5M?si=IopnKC1nQ_Dxdbee

WhatsApp  -   https://bit.ly/3tcjxV3"
IBM EXAM SOLUTION,Education,English,2024-04-08 04:55:55,4152601,url,https://youtu.be/yCo-Ph6MF5M?si=IopnKC1nQ_Dxdbee,"Salesforce Off Campus Drive 

 🎖Batch  -       2024 
          https://youtu.be/yCo-Ph6MF5M?si=IopnKC1nQ_Dxdbee

WhatsApp  -   https://bit.ly/3tcjxV3"
IBM EXAM SOLUTION,Education,English,2024-04-08 04:55:55,4152601,url,https://bit.ly/3tcjxV3,"Salesforce Off Campus Drive 

 🎖Batch  -       2024 
          https://youtu.be/yCo-Ph6MF5M?si=IopnKC1nQ_Dxdbee

WhatsApp  -   https://bit.ly/3tcjxV3"
IBM EXAM SOLUTION,Education,English,2024-04-08 13:41:03,4152746,fqdn,youtube.com,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-04-08 13:41:03,4152746,fqdn,instagram.com,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-04-08 13:41:03,4152746,instagramHandle,offcampusjobsindia_it,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-04-08 13:41:03,4152746,url,youtube.com/@offcampusjobsindia,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-04-08 13:41:03,4152746,url,instagram.com/offcampusjobsindia_it,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-04-09 10:41:02,4153006,fqdn,youtube.com,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-04-09 10:41:02,4153006,fqdn,instagram.com,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-04-09 10:41:02,4153006,instagramHandle,offcampusjobsindia_it,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-04-09 10:41:02,4153006,url,youtube.com/@offcampusjobsindia,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-04-09 10:41:02,4153006,url,instagram.com/offcampusjobsindia_it,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-04-12 13:41:03,4154115,fqdn,youtube.com,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-04-12 13:41:03,4154115,fqdn,instagram.com,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-04-12 13:41:03,4154115,instagramHandle,offcampusjobsindia_it,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-04-12 13:41:03,4154115,url,youtube.com/@offcampusjobsindia,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-04-12 13:41:03,4154115,url,instagram.com/offcampusjobsindia_it,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-04-13 01:41:03,4154266,fqdn,youtube.com,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-04-13 01:41:03,4154266,fqdn,instagram.com,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-04-13 01:41:03,4154266,instagramHandle,offcampusjobsindia_it,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-04-13 01:41:03,4154266,url,youtube.com/@offcampusjobsindia,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-04-13 01:41:03,4154266,url,instagram.com/offcampusjobsindia_it,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-04-16 22:41:03,4155718,fqdn,youtube.com,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-04-16 22:41:03,4155718,fqdn,instagram.com,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-04-16 22:41:03,4155718,instagramHandle,offcampusjobsindia_it,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-04-16 22:41:03,4155718,url,youtube.com/@offcampusjobsindia,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-04-16 22:41:03,4155718,url,instagram.com/offcampusjobsindia_it,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-04-17 18:44:24,4156001,fqdn,www.vclub.in,"*REGISTER LINK* : 👉https://www.vclub.in/#/register?r_code=GwzJEM2p

100 Rs Lifafa Link :- https://www.vclub.in/#/redenvelopes?r_code=UlPW4kjp&code=bac8abcf43ba5bb5"
IBM EXAM SOLUTION,Education,English,2024-04-17 18:44:24,4156001,url,https://www.vclub.in/#/register?r_code=GwzJEM2p,"*REGISTER LINK* : 👉https://www.vclub.in/#/register?r_code=GwzJEM2p

100 Rs Lifafa Link :- https://www.vclub.in/#/redenvelopes?r_code=UlPW4kjp&code=bac8abcf43ba5bb5"
IBM EXAM SOLUTION,Education,English,2024-04-17 18:44:24,4156001,url,https://www.vclub.in/#/redenvelopes?r_code=UlPW4kjp&code=bac8abcf43ba5bb5,"*REGISTER LINK* : 👉https://www.vclub.in/#/register?r_code=GwzJEM2p

100 Rs Lifafa Link :- https://www.vclub.in/#/redenvelopes?r_code=UlPW4kjp&code=bac8abcf43ba5bb5"
IBM EXAM SOLUTION,Education,English,2024-04-17 20:41:03,4156021,fqdn,youtube.com,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-04-17 20:41:03,4156021,fqdn,instagram.com,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-04-17 20:41:03,4156021,instagramHandle,offcampusjobsindia_it,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-04-17 20:41:03,4156021,url,youtube.com/@offcampusjobsindia,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-04-17 20:41:03,4156021,url,instagram.com/offcampusjobsindia_it,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-04-18 08:41:03,4156133,fqdn,youtube.com,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-04-18 08:41:03,4156133,fqdn,instagram.com,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-04-18 08:41:03,4156133,instagramHandle,offcampusjobsindia_it,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-04-18 08:41:03,4156133,url,youtube.com/@offcampusjobsindia,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
IBM EXAM SOLUTION,Education,English,2024-04-18 08:41:03,4156133,url,instagram.com/offcampusjobsindia_it,"⭕ Placement Jobs & Materials ⭕

youtube.com/@offcampusjobsindia

instagram.com/offcampusjobsindia_it

📌For Upcoming Exam Solution Join Above Social Media."
